63.7901738741,44.9121778265
68.2899161352,48.3183956091
72.0896583964,52.9370489571
76.9394006576,55.7370489571
78.7329251362,62.4305734356
77.7515784841,68.3303156968
75.5577962668,73.530057958
77.4451029627,78.6611468713
81.9448452239,82.0673646539
86.094587485,86.0798002192
89.8943297462,90.6984535672
93.6940720074,95.3171069151
96.4438142686,101.754413611
94.8562498339,107.304155872
88.768943138,109.447680351
81.8192008768,110.284987047
75.2194586156,110.51607596
68.9697163545,110.14094709
62.3699740933,110.372036004
56.1202318321,109.996907134
49.8704895709,109.621778265
43.6207473097,109.246649396
37.3710050485,108.871520526
31.1212627873,108.496391657
24.8715205261,108.121262787
19.5779960476,107.489916135
13.6782537864,106.508569483
8.12851152517,104.921005048
3.27876926398,102.121005048
-1.57097299721,99.3210050485
-6.0707152584,95.9147872658
-9.8704575196,91.2961339179
-13.3201997808,86.0712627873
-15.719942042,79.0277383088
-16.5572487379,72.0779960476
-16.1821198685,65.8282537864
-14.5945554338,60.2785115252
-12.4007732164,55.078769264
-9.60077321642,50.2290270028
-4.37590208582,46.7792847416
2.66762239272,44.3795424804
9.61736465391,43.5422357845
15.5171069151,44.5235824366
21.0668491763,46.1111468713
26.2665914375,48.3049290886
32.3538981334,46.1614046101
39.3974226119,43.7616623489
45.9971648731,43.5305734356
52.5969071343,43.2994845224
58.2404316129,43.3246133918
